                   frame  Start Frame
    0.003 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay4/snapshot__in (CHOP:in)
    0.002 ms  2924 cook       /lcroot/controlsystem/scene2/snapshotout1 (CHOP:null)
    0.001 ms  2925 cook        /lcroot/controlsystem/scene2/snapshotout (CHOP:null)
    0.002 ms  2925 cook         /lcroot/controlsystem/scene2/scene_core/snapshotout (CHOP:out)
    0.065 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay3/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene2/ctrldisplay3/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay3/state__in (CHOP:in)
    0.003 ms  2918 cook    /lcroot/controlsystem/scene2/ctrldisplay3/ctrlin (CHOP:null)
    0.013 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay3/select1 (CHOP:select)
    0.003 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay3/ctrl__in (CHOP:in)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay3/snapshotknob (COMP:container)
    0.003 ms  1370 cook    /lcroot/controlsystem/scene2/ctrldisplay3/snapshotin (CHOP:null)
    0.013 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay3/select5 (CHOP:select)
    0.002 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay3/snapshot__in (CHOP:in)
    0.062 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay2/ctrlvalknob (COMP:container)
    0.001 ms  1366 cook    /lcroot/controlsystem/scene2/ctrldisplay2/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay2/state__in (CHOP:in)
    0.003 ms  2918 cook    /lcroot/controlsystem/scene2/ctrldisplay2/ctrlin (CHOP:null)
    0.013 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay2/select1 (CHOP:select)
    0.002 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay2/ctrl__in (CHOP:in)
    0.038 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay2/snapshotknob (COMP:container)
    0.002 ms  1370 cook    /lcroot/controlsystem/scene2/ctrldisplay2/snapshotin (CHOP:null)
    0.013 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay2/select5 (CHOP:select)
    0.002 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay2/snapshot__in (CHOP:in)
    0.070 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay1/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene2/ctrldisplay1/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay1/state__in (CHOP:in)
    0.002 ms  2918 cook    /lcroot/controlsystem/scene2/ctrldisplay1/ctrlin (CHOP:null)
    0.013 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay1/select1 (CHOP:select)
    0.002 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay1/ctrl__in (CHOP:in)
    0.043 ms  1366 cook   /lcroot/controlsystem/scene2/ctrldisplay1/snapshotknob (COMP:container)
    0.003 ms  1370 cook    /lcroot/controlsystem/scene2/ctrldisplay1/snapshotin (CHOP:null)
    0.011 ms  2923 cook     /lcroot/controlsystem/scene2/ctrldisplay1/select5 (CHOP:select)
    0.003 ms  2924 cook      /lcroot/controlsystem/scene2/ctrldisplay1/snapshot__in (CHOP:in)
    0.055 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay4/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay4/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay4/rangedisplay/max__in (CHOP:in)
    0.001 ms  1837 cook      /lcroot/controlsystem/scene2/ctrldisplay4/rangemaxsin (CHOP:null)
    0.014 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay4/select4 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay4/rangemaxs__in (CHOP:in)
    0.002 ms  2924 cook         /lcroot/controlsystem/scene2/rangemaxout1 (CHOP:null)
    0.002 ms  2925 cook          /lcroot/controlsystem/scene2/rangemaxout (CHOP:null)
    0.001 ms  2925 cook           /lcroot/controlsystem/scene2/scene_core/rangemaxout (CHOP:out)
    0.002 ms  2925 cook            /lcroot/controlsystem/scene2/scene_core/rangemaxs (CHOP:null)
    0.004 ms  2925 cook             /lcroot/controlsystem/scene2/scene_core/limit4 (CHOP:limit)
    0.008 ms  2925 cook             /lcroot/controlsystem/scene2/scene_core/math6 (CHOP:math)
    0.002 ms  2484 cook             /lcroot/controlsystem/scene2/scene_core/offset (CHOP:null)
    0.005 ms  2483 cook             /lcroot/controlsystem/scene2/scene_core/limit2 (CHOP:limit)
    0.010 ms  2482 cook             /lcroot/controlsystem/scene2/scene_core/math4 (CHOP:math)
    0.053 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay4/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay4/rangedisplay/minin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay4/rangedisplay/min__in (CHOP:in)
    0.001 ms  1861 cook      /lcroot/controlsystem/scene2/ctrldisplay4/rangeminsin (CHOP:null)
    0.014 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay4/select3 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay4/rangemins__in (CHOP:in)
    0.001 ms  2924 cook         /lcroot/controlsystem/scene2/rangeminout1 (CHOP:null)
    0.002 ms  2925 cook          /lcroot/controlsystem/scene2/rangeminout (CHOP:null)
    0.002 ms  2925 cook           /lcroot/controlsystem/scene2/scene_core/rangeminout (CHOP:out)
    0.001 ms  2925 cook            /lcroot/controlsystem/scene2/scene_core/rangemins (CHOP:null)
    0.005 ms  2924 cook             /lcroot/controlsystem/scene2/scene_core/limit3 (CHOP:limit)
    0.008 ms  2923 cook             /lcroot/controlsystem/scene2/scene_core/math5 (CHOP:math)
    0.049 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay3/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay3/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay3/rangedisplay/max__in (CHOP:in)
    0.002 ms  1369 cook      /lcroot/controlsystem/scene2/ctrldisplay3/rangemaxsin (CHOP:null)
    0.012 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay3/select4 (CHOP:select)
    0.003 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay3/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay3/rangedisplay/rangeminbar (COMP:container)
    0.001 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay3/rangedisplay/minin (CHOP:null)
    0.004 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay3/rangedisplay/min__in (CHOP:in)
    0.001 ms  1926 cook      /lcroot/controlsystem/scene2/ctrldisplay3/rangeminsin (CHOP:null)
    0.012 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay3/select3 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay3/rangemins__in (CHOP:in)
    0.058 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay2/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay2/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay2/rangedisplay/max__in (CHOP:in)
    0.003 ms  1369 cook      /lcroot/controlsystem/scene2/ctrldisplay2/rangemaxsin (CHOP:null)
    0.012 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay2/select4 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay2/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay2/rangedisplay/rangeminbar (COMP:container)
    0.001 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay2/rangedisplay/minin (CHOP:null)
    0.004 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay2/rangedisplay/min__in (CHOP:in)
    0.001 ms  1925 cook      /lcroot/controlsystem/scene2/ctrldisplay2/rangeminsin (CHOP:null)
    0.013 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay2/select3 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay2/rangemins__in (CHOP:in)
    0.046 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay1/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay1/rangedisplay/maxin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay1/rangedisplay/max__in (CHOP:in)
    0.001 ms  1865 cook      /lcroot/controlsystem/scene2/ctrldisplay1/rangemaxsin (CHOP:null)
    0.014 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay1/select4 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay1/rangemaxs__in (CHOP:in)
    0.052 ms  1368 cook   /lcroot/controlsystem/scene2/ctrldisplay1/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene2/ctrldisplay1/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene2/ctrldisplay1/rangedisplay/min__in (CHOP:in)
    0.002 ms  1370 cook      /lcroot/controlsystem/scene2/ctrldisplay1/rangeminsin (CHOP:null)
    0.012 ms  2923 cook       /lcroot/controlsystem/scene2/ctrldisplay1/select3 (CHOP:select)
    0.002 ms  2924 cook        /lcroot/controlsystem/scene2/ctrldisplay1/rangemins__in (CHOP:in)
    0.071 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay4/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay4/rangedisplay/minin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay4/rangedisplay/min__in (CHOP:in)
    0.002 ms  1441 cook      /lcroot/controlsystem/scene1/ctrldisplay4/rangeminsin (CHOP:null)
    0.014 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay4/select3 (CHOP:select)
    0.003 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay4/rangemins__in (CHOP:in)
    0.002 ms  2512 cook         /lcroot/controlsystem/scene1/rangeminout1 (CHOP:null)
    0.001 ms  2513 cook          /lcroot/controlsystem/scene1/rangeminout (CHOP:null)
    0.002 ms  3479 cook           /lcroot/controlsystem/scene1/scene_core/rangeminout (CHOP:out)
    0.002 ms  3481 cook            /lcroot/controlsystem/scene1/scene_core/rangemins (CHOP:null)
    0.004 ms  3481 cook             /lcroot/controlsystem/scene1/scene_core/limit3 (CHOP:limit)
    0.007 ms  3480 cook             /lcroot/controlsystem/scene1/scene_core/math5 (CHOP:math)
    0.013 ms  3480 cook             /lcroot/controlsystem/scene1/scene_core/centersnapshot (CHOP:constant)
    0.002 ms  3480 cook             /lcroot/controlsystem/scene1/scene_core/null4 (CHOP:null)
    0.006 ms  3483 cook             /lcroot/controlsystem/scene1/scene_core/cross1 (CHOP:cross)
    0.002 ms  4474 cook             /lcroot/controlsystem/scene1/scene_core/mix (CHOP:null)
    0.005 ms  2484 cook             /lcroot/controlsystem/scene1/scene_core/switch2 (CHOP:switch)
    0.001 ms  2489 cook             /lcroot/controlsystem/scene1/scene_core/state (CHOP:null)
    0.006 ms  2490 cook             /lcroot/controlsystem/scene1/scene_core/merge1 (CHOP:merge)
    0.008 ms  2490 cook             /lcroot/controlsystem/scene1/scene_core/math3 (CHOP:math)
    0.007 ms  2490 cook             /lcroot/controlsystem/scene1/scene_core/math2 (CHOP:math)
    0.021 ms  2490 cook             /lcroot/controlsystem/scene1/scene_core/express1 (CHOP:express)
    0.009 ms  2491 cook             /lcroot/controlsystem/scene1/scene_core/math7 (CHOP:math)
    0.002 ms  2490 cook             /lcroot/controlsystem/scene1/scene_core/transportin (CHOP:null)
    0.002 ms  2490 cook             /lcroot/controlsystem/scene1/scene_core/transport_in (CHOP:in)
    0.001 ms  2489 cook             /lcroot/controlsystem/scene1/transportin (CHOP:null)
    0.003 ms  2489 cook             /lcroot/controlsystem/scene1/transport__in (CHOP:in)
    0.002 ms  2484 cook             /lcroot/controlsystem/scene1/scene_core/offset (CHOP:null)
    0.003 ms  2483 cook             /lcroot/controlsystem/scene1/scene_core/limit2 (CHOP:limit)
    0.009 ms  2482 cook             /lcroot/controlsystem/scene1/scene_core/math4 (CHOP:math)
    0.045 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay4/rangedisplay/rangemaxbar (COMP:container)
    0.001 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay4/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay4/rangedisplay/max__in (CHOP:in)
    0.003 ms  1433 cook      /lcroot/controlsystem/scene1/ctrldisplay4/rangemaxsin (CHOP:null)
    0.012 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay4/select4 (CHOP:select)
    0.003 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay4/rangemaxs__in (CHOP:in)
    0.001 ms  2512 cook         /lcroot/controlsystem/scene1/rangemaxout1 (CHOP:null)
    0.002 ms  2513 cook          /lcroot/controlsystem/scene1/rangemaxout (CHOP:null)
    0.001 ms  3479 cook           /lcroot/controlsystem/scene1/scene_core/rangemaxout (CHOP:out)
    0.002 ms  3481 cook            /lcroot/controlsystem/scene1/scene_core/rangemaxs (CHOP:null)
    0.005 ms  3481 cook             /lcroot/controlsystem/scene1/scene_core/limit4 (CHOP:limit)
    0.007 ms  3481 cook             /lcroot/controlsystem/scene1/scene_core/math6 (CHOP:math)
    0.064 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay3/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay3/rangedisplay/minin (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay3/rangedisplay/min__in (CHOP:in)
    0.002 ms  1624 cook      /lcroot/controlsystem/scene1/ctrldisplay3/rangeminsin (CHOP:null)
    0.014 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay3/select3 (CHOP:select)
    0.002 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay3/rangemins__in (CHOP:in)
    0.047 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay3/rangedisplay/rangemaxbar (COMP:container)
    0.003 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay3/rangedisplay/maxin (CHOP:null)
    0.001 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay3/rangedisplay/max__in (CHOP:in)
    0.003 ms  1368 cook      /lcroot/controlsystem/scene1/ctrldisplay3/rangemaxsin (CHOP:null)
    0.012 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay3/select4 (CHOP:select)
    0.002 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay3/rangemaxs__in (CHOP:in)
    0.062 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay2/rangedisplay/rangeminbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay2/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay2/rangedisplay/min__in (CHOP:in)
    0.003 ms  1442 cook      /lcroot/controlsystem/scene1/ctrldisplay2/rangeminsin (CHOP:null)
    0.013 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay2/select3 (CHOP:select)
    0.003 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay2/rangemins__in (CHOP:in)
    0.042 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay2/rangedisplay/rangemaxbar (COMP:container)
    0.003 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay2/rangedisplay/maxin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay2/rangedisplay/max__in (CHOP:in)
    0.002 ms  1380 cook      /lcroot/controlsystem/scene1/ctrldisplay2/rangemaxsin (CHOP:null)
    0.011 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay2/select4 (CHOP:select)
    0.003 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay2/rangemaxs__in (CHOP:in)
    0.061 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay1/rangedisplay/rangeminbar (COMP:container)
    0.003 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay1/rangedisplay/minin (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay1/rangedisplay/min__in (CHOP:in)
    0.003 ms  1443 cook      /lcroot/controlsystem/scene1/ctrldisplay1/rangeminsin (CHOP:null)
    0.012 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay1/select3 (CHOP:select)
    0.003 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay1/rangemins__in (CHOP:in)
    0.044 ms  1368 cook   /lcroot/controlsystem/scene1/ctrldisplay1/rangedisplay/rangemaxbar (COMP:container)
    0.002 ms  1367 cook    /lcroot/controlsystem/scene1/ctrldisplay1/rangedisplay/maxin (CHOP:null)
    0.009 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay1/rangedisplay/max__in (CHOP:in)
    0.002 ms  1380 cook      /lcroot/controlsystem/scene1/ctrldisplay1/rangemaxsin (CHOP:null)
    0.014 ms  2512 cook       /lcroot/controlsystem/scene1/ctrldisplay1/select4 (CHOP:select)
    0.002 ms  2513 cook        /lcroot/controlsystem/scene1/ctrldisplay1/rangemaxs__in (CHOP:in)
    0.066 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay4/ctrlvalknob (COMP:container)
    0.001 ms  1366 cook    /lcroot/controlsystem/scene1/ctrldisplay4/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay4/state__in (CHOP:in)
    0.002 ms  1367 cook      /lcroot/controlsystem/scene1/stateout1 (CHOP:null)
    0.001 ms  1368 cook       /lcroot/controlsystem/scene1/stateout (CHOP:null)
    0.002 ms  2333 cook        /lcroot/controlsystem/scene1/scene_core/stateout (CHOP:out)
    0.002 ms  2361 cook    /lcroot/controlsystem/scene1/ctrldisplay4/ctrlin (CHOP:null)
    0.013 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay4/select1 (CHOP:select)
    0.002 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay4/ctrl__in (CHOP:in)
    0.001 ms  2513 cook       /lcroot/controlsystem/scene1/ctrlout1 (CHOP:null)
    0.002 ms  2514 cook        /lcroot/controlsystem/scene1/ctrlout (CHOP:null)
    0.002 ms  3481 cook         /lcroot/controlsystem/scene1/scene_core/ctrlout (CHOP:out)
    0.002 ms  3481 cook          /lcroot/controlsystem/scene1/scene_core/switch1 (CHOP:switch)
    0.043 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay4/snapshotknob (COMP:container)
    0.002 ms  1368 cook    /lcroot/controlsystem/scene1/ctrldisplay4/snapshotin (CHOP:null)
    0.012 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay4/select5 (CHOP:select)
    0.002 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay4/snapshot__in (CHOP:in)
    0.002 ms  2512 cook       /lcroot/controlsystem/scene1/snapshotout1 (CHOP:null)
    0.002 ms  2513 cook        /lcroot/controlsystem/scene1/snapshotout (CHOP:null)
    0.002 ms  3479 cook         /lcroot/controlsystem/scene1/scene_core/snapshotout (CHOP:out)
    0.066 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay3/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene1/ctrldisplay3/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay3/state__in (CHOP:in)
    0.001 ms  2361 cook    /lcroot/controlsystem/scene1/ctrldisplay3/ctrlin (CHOP:null)
    0.013 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay3/select1 (CHOP:select)
    0.002 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay3/ctrl__in (CHOP:in)
    0.043 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay3/snapshotknob (COMP:container)
    0.002 ms  1369 cook    /lcroot/controlsystem/scene1/ctrldisplay3/snapshotin (CHOP:null)
    0.012 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay3/select5 (CHOP:select)
    0.003 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay3/snapshot__in (CHOP:in)
    0.064 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay2/ctrlvalknob (COMP:container)
    0.002 ms  1366 cook    /lcroot/controlsystem/scene1/ctrldisplay2/statein (CHOP:null)
    0.003 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay2/state__in (CHOP:in)
    0.003 ms  2361 cook    /lcroot/controlsystem/scene1/ctrldisplay2/ctrlin (CHOP:null)
    0.013 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay2/select1 (CHOP:select)
    0.002 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay2/ctrl__in (CHOP:in)
    0.043 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay2/snapshotknob (COMP:container)
    0.002 ms  1369 cook    /lcroot/controlsystem/scene1/ctrldisplay2/snapshotin (CHOP:null)
    0.013 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay2/select5 (CHOP:select)
    0.002 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay2/snapshot__in (CHOP:in)
    0.071 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay1/ctrlvalknob (COMP:container)
    0.003 ms  1366 cook    /lcroot/controlsystem/scene1/ctrldisplay1/statein (CHOP:null)
    0.002 ms  1366 cook     /lcroot/controlsystem/scene1/ctrldisplay1/state__in (CHOP:in)
    0.002 ms  2361 cook    /lcroot/controlsystem/scene1/ctrldisplay1/ctrlin (CHOP:null)
    0.013 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay1/select1 (CHOP:select)
    0.002 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay1/ctrl__in (CHOP:in)
    0.042 ms  1366 cook   /lcroot/controlsystem/scene1/ctrldisplay1/snapshotknob (COMP:container)
    0.003 ms  1369 cook    /lcroot/controlsystem/scene1/ctrldisplay1/snapshotin (CHOP:null)
    0.012 ms  2512 cook     /lcroot/controlsystem/scene1/ctrldisplay1/select5 (CHOP:select)
    0.003 ms  2513 cook      /lcroot/controlsystem/scene1/ctrldisplay1/snapshot__in (CHOP:in)
    0.033 ms  1366 cook   /lcroot/controlsystem/state_management/cursorknob (COMP:container)
    0.649 ms  1350 cook   /lcroot/controlsystem/state_management/sceneslider/value/bg (TOP:text)
    0.004 ms  2463 cook    /lcroot/controlsystem/state_management/sceneslider/value/string (DAT:text)
    0.000 ms  2463 export    Exporting Data /lcroot/controlsystem/state_management/sceneslider/value/string (DAT:text)
    0.009 ms  2470 cook   /ui/dialogs/mainmenu/startstop/button/override (CHOP:select)
    0.005 ms  2470 cook    /ui/dialogs/mainmenu/startstop/button/in1 (CHOP:in)
    0.005 ms  2470 cook     /ui/dialogs/mainmenu/startstop/in1 (CHOP:in)
    0.012 ms  2470 cook      /ui/dialogs/mainmenu/select1 (CHOP:select)
    0.007 ms  2470 cook   /ui/dialogs/mainmenu/realtime/button/override (CHOP:select)
    0.003 ms  2470 cook    /ui/dialogs/mainmenu/realtime/button/in1 (CHOP:in)
    0.003 ms  2470 cook     /ui/dialogs/mainmenu/realtime/in1 (CHOP:in)
    0.005 ms  2470 cook      /ui/dialogs/mainmenu/select2 (CHOP:select)
    0.005 ms  2493 cook   /ui/dialogs/keyframer/timeline/timebar (CHOP:select)
    0.009 ms  2493 cook    /ui/dialogs/keyframer/timeline/mode (CHOP:switch)
    0.014 ms  2493 cook     /ui/dialogs/keyframer/timeline/timebar1 (CHOP:select)
    0.002 ms  2515 cook      /ui/dialogs/timeline/finalindex (CHOP:null)
    0.005 ms  2515 cook       /ui/dialogs/timeline/replace1 (CHOP:replace)
    0.010 ms  2514 cook        /ui/dialogs/timeline/getframe (CHOP:select)
    0.163 ms  2465 cook   /ui/dialogs/mainmenu/fps1/bg (TOP:text)
    0.016 ms  2461 cook    /ui/dialogs/mainmenu/fps1/eval1 (DAT:eval)
    0.005 ms  2461 cook     /ui/dialogs/mainmenu/fps1/limit1 (CHOP:limit)
    0.002 ms  2461 cook      /ui/dialogs/mainmenu/fps1/lag1 (CHOP:lag)
    0.009 ms  2461 cook       /ui/dialogs/mainmenu/fps1/envelope1 (CHOP:envelope)
    0.006 ms  2461 cook        /ui/dialogs/mainmenu/fps1/select2 (CHOP:select)
    0.008 ms  2461 cook         /ui/dialogs/mainmenu/fps1/perform1 (CHOP:perform)
    0.001 ms  2461 export    Exporting Data /ui/dialogs/mainmenu/fps1/eval1 (DAT:eval)
    0.035 ms  2499 cook   /ui/dialogs/timeline/currentframe (COMP:container)
    0.004 ms  2511 cook    /ui/dialogs/timeline/framepixel (CHOP:null)
    0.006 ms  2510 cook     /ui/dialogs/timeline/limit2 (CHOP:limit)
    0.028 ms  2509 cook      /ui/dialogs/timeline/math3 (CHOP:math)
    0.026 ms  2508 cook   /ui/dialogs/timeline/framebar (COMP:container)
    0.273 ms  2504 cook   /ui/dialogs/timeline/transport/timecode/bg (TOP:text)
    0.014 ms  2498 cook    /ui/dialogs/timeline/transport/timecode/stream (DAT:eval)
    0.010 ms  2498 cook     /ui/dialogs/timeline/transport/timecode/select1 (DAT:select)
    0.008 ms  2498 cook      /ui/dialogs/timeline/transport/timecode/chopto1 (DAT:chopto)
    0.001 ms  2498 export      Exporting Data /ui/dialogs/timeline/transport/timecode/chopto1 (DAT:chopto)
    0.000 ms  2498 export     Exporting Data /ui/dialogs/timeline/transport/timecode/select1 (DAT:select)
    0.000 ms  2498 export    Exporting Data /ui/dialogs/timeline/transport/timecode/stream (DAT:eval)
    0.252 ms  2504 cook   /ui/dialogs/timeline/transport/frame/bg (TOP:text)
    0.008 ms  2498 cook    /ui/dialogs/timeline/transport/frame/stream (DAT:eval)
    0.015 ms  2498 cook     /ui/dialogs/timeline/transport/frame/eval1 (DAT:eval)
    0.000 ms  2498 export     Exporting Data /ui/dialogs/timeline/transport/frame/eval1 (DAT:eval)
    0.000 ms  2498 export    Exporting Data /ui/dialogs/timeline/transport/frame/stream (DAT:eval)
    0.989 ms       panel  Laying out panel /lcroot/controlsystem/rootpanel (COMP:container)
    0.009 ms  84749 midi  Check for MIDI events
    0.524 ms       panel  Laying out panel /ui/dialogs/timeline (COMP:container)
    0.006 ms       misc  Draw All TouchDesigner Windows
   14.623 ms       misc   Rendering a Window
    0.121 ms       misc    Waiting for previous frame to complete.
    1.353 ms       misc   Rendering a Window
